,sold,date,region
421,"$1,569.00",2018-05-22,south
422,"$1,581.00",2018-05-22,east
423,"$1,521.00",2018-05-22,west
424,"$1,641.00",2018-05-23,north
425,"$1,692.00",2018-05-23,south
426,"$1,713.00",2018-05-23,east
427,"$1,563.00",2018-05-23,west
428,"$1,524.00",2018-05-24,north
429,"$1,533.00",2018-05-24,south
430,"$1,695.00",2018-05-24,east
431,"$1,533.00",2018-05-24,west
432,"$1,599.00",2018-05-25,north
433,"$1,665.00",2018-05-25,south
434,"$1,713.00",2018-05-25,east
435,"$1,644.00",2018-05-25,west
436,"$1,776.00",2018-05-26,north
437,"$1,530.00",2018-05-26,south
438,"$1,650.00",2018-05-26,east
439,"$1,512.00",2018-05-26,west
440,"$1,629.00",2018-05-27,north
441,"$1,707.00",2018-05-27,south
442,"$1,521.00",2018-05-27,east
443,"$1,761.00",2018-05-27,west
444,"$1,755.00",2018-05-28,north
445,"$1,659.00",2018-05-28,south
446,"$1,800.00",2018-05-28,east
447,"$1,539.00",2018-05-28,west
448,"$1,713.00",2018-05-29,north
449,"$1,752.00",2018-05-29,south
450,"$1,629.00",2018-05-29,east
451,"$1,635.00",2018-05-29,west
452,"$1,674.00",2018-05-30,north
453,"$1,701.00",2018-05-30,south
454,"$1,614.00",2018-05-30,east
455,"$1,794.00",2018-05-30,west
456,"$1,725.00",2018-05-31,north
457,"$1,659.00",2018-05-31,south
458,"$1,536.00",2018-05-31,east
459,"$1,620.00",2018-05-31,west
460,"$1,794.00",2018-06-01,north
461,"$1,623.00",2018-06-01,south
462,"$1,665.00",2018-06-01,east
463,"$1,671.00",2018-06-01,west
464,"$1,752.00",2018-06-02,north
465,"$1,707.00",2018-06-02,south
466,"$1,797.00",2018-06-02,east
467,"$1,668.00",2018-06-02,west
468,"$1,596.00",2018-06-03,north
469,"$1,503.00",2018-06-03,south
470,"$1,578.00",2018-06-03,east
471,"$1,680.00",2018-06-03,west
472,"$1,608.00",2018-06-04,north
473,"$1,683.00",2018-06-04,south
474,"$1,572.00",2018-06-04,east
475,"$1,656.00",2018-06-04,west
476,"$1,713.00",2018-06-05,north
477,"$1,698.00",2018-06-05,south
478,"$1,557.00",2018-06-05,east
479,"$1,782.00",2018-06-05,west
480,"$1,695.00",2018-06-06,north
481,"$1,680.00",2018-06-06,south
482,"$1,761.00",2018-06-06,east
483,"$1,659.00",2018-06-06,west
484,"$1,518.00",2018-06-07,north
485,"$1,572.00",2018-06-07,south
486,"$1,785.00",2018-06-07,east
487,"$1,557.00",2018-06-07,west
488,"$1,719.00",2018-06-08,north
489,"$1,677.00",2018-06-08,south
490,"$1,695.00",2018-06-08,east
491,"$1,602.00",2018-06-08,west
492,"$1,782.00",2018-06-09,north
493,"$1,773.00",2018-06-09,south
494,"$1,656.00",2018-06-09,east
495,"$1,665.00",2018-06-09,west
496,"$1,578.00",2018-06-10,north
497,"$1,641.00",2018-06-10,south
498,"$1,737.00",2018-06-10,east
499,"$1,557.00",2018-06-10,west
500,"$1,788.00",2018-06-11,north
501,"$1,677.00",2018-06-11,south
502,"$1,698.00",2018-06-11,east
503,"$1,728.00",2018-06-11,west
504,"$1,776.00",2018-06-12,north
505,"$1,551.00",2018-06-12,south
506,"$1,548.00",2018-06-12,east
507,"$1,542.00",2018-06-12,west
508,"$1,683.00",2018-06-13,north
509,"$1,683.00",2018-06-13,south
510,"$1,572.00",2018-06-13,east
511,"$1,683.00",2018-06-13,west
512,"$1,761.00",2018-06-14,north
513,"$1,668.00",2018-06-14,south
514,"$1,599.00",2018-06-14,east
515,"$1,593.00",2018-06-14,west
516,"$1,623.00",2018-06-15,north
517,"$1,737.00",2018-06-15,south
518,"$1,593.00",2018-06-15,east
519,"$1,788.00",2018-06-15,west
520,"$1,659.00",2018-06-16,north
521,"$1,641.00",2018-06-16,south
522,"$1,575.00",2018-06-16,east
523,"$1,611.00",2018-06-16,west
524,"$1,599.00",2018-06-17,north
525,"$1,530.00",2018-06-17,south
526,"$1,608.00",2018-06-17,east
527,"$1,626.00",2018-06-17,west
528,"$1,530.00",2018-06-18,north
529,"$1,707.00",2018-06-18,south
530,"$1,611.00",2018-06-18,east
531,"$1,635.00",2018-06-18,west
532,"$1,593.00",2018-06-19,north
533,"$1,749.00",2018-06-19,south
534,"$1,623.00",2018-06-19,east
535,"$1,608.00",2018-06-19,west
536,"$1,665.00",2018-06-20,north
537,"$1,659.00",2018-06-20,south
538,"$1,734.00",2018-06-20,east
539,"$1,557.00",2018-06-20,west
540,"$1,797.00",2018-06-21,north
541,"$1,587.00",2018-06-21,south
542,"$1,557.00",2018-06-21,east
543,"$1,542.00",2018-06-21,west
544,"$1,743.00",2018-06-22,north
545,"$1,797.00",2018-06-22,south
546,"$1,686.00",2018-06-22,east
547,"$1,683.00",2018-06-22,west
548,"$1,791.00",2018-06-23,north
549,"$1,554.00",2018-06-23,south
550,"$1,695.00",2018-06-23,east
551,"$1,566.00",2018-06-23,west
552,"$1,563.00",2018-06-24,north
553,"$1,623.00",2018-06-24,south
554,"$1,530.00",2018-06-24,east
555,"$1,662.00",2018-06-24,west
556,"$1,650.00",2018-06-25,north
557,"$1,602.00",2018-06-25,south
558,"$1,548.00",2018-06-25,east
559,"$1,623.00",2018-06-25,west
560,"$1,728.00",2018-06-26,north
561,"$1,533.00",2018-06-26,south
562,"$1,503.00",2018-06-26,east
563,"$1,629.00",2018-06-26,west
564,"$1,581.00",2018-06-27,north
565,"$1,659.00",2018-06-27,south
566,"$1,707.00",2018-06-27,east
567,"$1,665.00",2018-06-27,west
568,"$1,563.00",2018-06-28,north
569,"$1,638.00",2018-06-28,south
570,"$1,692.00",2018-06-28,east
571,"$1,503.00",2018-06-28,west
572,"$1,686.00",2018-06-29,north
573,"$1,764.00",2018-06-29,south
574,"$1,629.00",2018-06-29,east
575,"$1,779.00",2018-06-29,west
576,"$1,554.00",2018-06-30,north
577,"$1,653.00",2018-06-30,south
578,"$1,515.00",2018-06-30,east
579,"$1,557.00",2018-06-30,west
580,"$1,746.00",2018-07-01,north
581,"$1,671.00",2018-07-01,south
582,"$1,716.00",2018-07-01,east
583,"$1,554.00",2018-07-01,west
584,"$1,695.00",2018-07-02,north
585,"$1,611.00",2018-07-02,south
586,"$1,680.00",2018-07-02,east
587,"$1,671.00",2018-07-02,west
588,"$1,644.00",2018-07-03,north
589,"$1,638.00",2018-07-03,south
590,"$1,623.00",2018-07-03,east
591,"$1,515.00",2018-07-03,west
592,"$1,743.00",2018-07-04,north
593,"$1,587.00",2018-07-04,south
594,"$1,764.00",2018-07-04,east
595,"$1,572.00",2018-07-04,west
596,"$1,752.00",2018-07-05,north
597,"$1,647.00",2018-07-05,south
598,"$1,575.00",2018-07-05,east
599,"$1,500.00",2018-07-05,west
600,"$1,743.00",2018-07-06,north
601,"$1,566.00",2018-07-06,south
602,"$1,758.00",2018-07-06,east
603,"$1,689.00",2018-07-06,west
604,"$1,776.00",2018-07-07,north
605,"$1,770.00",2018-07-07,south
606,"$1,695.00",2018-07-07,east
607,"$1,566.00",2018-07-07,west
608,"$1,623.00",2018-07-08,north
609,"$1,776.00",2018-07-08,south
610,"$1,515.00",2018-07-08,east
611,"$1,761.00",2018-07-08,west
612,"$1,623.00",2018-07-09,north
613,"$1,788.00",2018-07-09,south
614,"$1,542.00",2018-07-09,east
615,"$1,515.00",2018-07-09,west
616,"$1,794.00",2018-07-10,north
617,"$1,794.00",2018-07-10,south
618,"$1,755.00",2018-07-10,east
619,"$1,761.00",2018-07-10,west
620,"$1,605.00",2018-07-11,north
621,"$1,569.00",2018-07-11,south
622,"$1,638.00",2018-07-11,east
623,"$1,677.00",2018-07-11,west
624,"$1,593.00",2018-07-12,north
625,"$1,500.00",2018-07-12,south
626,"$1,539.00",2018-07-12,east
627,"$1,719.00",2018-07-12,west
628,"$1,749.00",2018-07-13,north
629,"$1,596.00",2018-07-13,south
630,"$1,680.00",2018-07-13,east
631,"$1,509.00",2018-07-13,west
632,"$1,500.00",2018-07-14,north
633,"$1,653.00",2018-07-14,south
634,"$1,620.00",2018-07-14,east
635,"$1,575.00",2018-07-14,west
636,"$1,737.00",2018-07-15,north
637,"$1,713.00",2018-07-15,south
638,"$1,698.00",2018-07-15,east
639,"$1,539.00",2018-07-15,west
640,"$1,773.00",2018-07-16,north
641,"$1,707.00",2018-07-16,south
642,"$1,554.00",2018-07-16,east
643,"$1,515.00",2018-07-16,west
644,"$1,551.00",2018-07-17,north
645,"$1,566.00",2018-07-17,south
646,"$1,788.00",2018-07-17,east
647,"$1,614.00",2018-07-17,west
648,"$1,704.00",2018-07-18,north
649,"$1,656.00",2018-07-18,south
650,"$1,530.00",2018-07-18,east
651,"$1,659.00",2018-07-18,west
652,"$1,620.00",2018-07-19,north
653,"$1,725.00",2018-07-19,south
654,"$1,704.00",2018-07-19,east
655,"$1,527.00",2018-07-19,west
656,"$1,731.00",2018-07-20,north
657,"$1,761.00",2018-07-20,south
658,"$1,644.00",2018-07-20,east
659,"$1,653.00",2018-07-20,west
660,"$1,725.00",2018-07-21,north
661,"$1,698.00",2018-07-21,south
662,"$1,662.00",2018-07-21,east
663,"$1,656.00",2018-07-21,west
664,"$1,608.00",2018-07-22,north
665,"$1,773.00",2018-07-22,south
666,"$1,659.00",2018-07-22,east
667,"$1,647.00",2018-07-22,west
668,"$1,638.00",2018-07-23,north
669,"$1,623.00",2018-07-23,south
670,"$1,719.00",2018-07-23,east
671,"$1,629.00",2018-07-23,west
672,"$1,701.00",2018-07-24,north
673,"$1,725.00",2018-07-24,south
674,"$1,752.00",2018-07-24,east
675,"$1,557.00",2018-07-24,west
676,"$1,500.00",2018-07-25,north
677,"$1,707.00",2018-07-25,south
678,"$1,533.00",2018-07-25,east
679,"$1,737.00",2018-07-25,west
680,"$1,605.00",2018-07-26,north
681,"$1,767.00",2018-07-26,south
682,"$1,551.00",2018-07-26,east
683,"$1,521.00",2018-07-26,west
684,"$1,659.00",2018-07-27,north
685,"$1,611.00",2018-07-27,south
686,"$1,695.00",2018-07-27,east
687,"$1,632.00",2018-07-27,west
688,"$1,515.00",2018-07-28,north
689,"$1,584.00",2018-07-28,south
690,"$1,596.00",2018-07-28,east
691,"$1,743.00",2018-07-28,west
692,"$1,791.00",2018-07-29,north
693,"$1,599.00",2018-07-29,south
694,"$1,749.00",2018-07-29,east
695,"$1,755.00",2018-07-29,west
696,"$1,755.00",2018-07-30,north
697,"$1,662.00",2018-07-30,south
698,"$1,509.00",2018-07-30,east
699,"$1,776.00",2018-07-30,west
700,"$1,695.00",2018-07-31,north
701,"$1,707.00",2018-07-31,south
702,"$1,548.00",2018-07-31,east
703,"$1,578.00",2018-07-31,west
704,"$1,563.00",2018-08-01,north
705,"$1,674.00",2018-08-01,south
706,"$1,554.00",2018-08-01,east
707,"$1,665.00",2018-08-01,west
708,"$1,527.00",2018-08-02,north
709,"$1,617.00",2018-08-02,south
710,"$1,548.00",2018-08-02,east
711,"$1,671.00",2018-08-02,west
712,"$1,668.00",2018-08-03,north
713,"$1,671.00",2018-08-03,south
714,"$1,719.00",2018-08-03,east
715,"$1,668.00",2018-08-03,west
716,"$1,536.00",2018-08-04,north
717,"$1,734.00",2018-08-04,south
718,"$1,743.00",2018-08-04,east
719,"$1,776.00",2018-08-04,west
720,"$1,650.00",2018-08-05,north
721,"$1,599.00",2018-08-05,south
722,"$1,614.00",2018-08-05,east
723,"$1,773.00",2018-08-05,west
724,"$1,611.00",2018-08-06,north
725,"$1,605.00",2018-08-06,south
726,"$1,554.00",2018-08-06,east
727,"$1,788.00",2018-08-06,west
728,"$1,566.00",2018-08-07,north
729,"$1,560.00",2018-08-07,south
730,"$1,551.00",2018-08-07,east
731,"$1,626.00",2018-08-07,west
732,"$1,665.00",2018-08-08,north
733,"$1,539.00",2018-08-08,south
734,"$1,506.00",2018-08-08,east
735,"$1,617.00",2018-08-08,west
