,sold,date,region
90,"$1,545.00",2020-11-04,east
91,"$1,506.00",2020-11-04,west
92,"$1,644.00",2020-11-05,north
93,"$1,605.00",2020-11-05,south
94,"$1,686.00",2020-11-05,east
95,"$1,539.00",2020-11-05,west
96,"$1,725.00",2020-11-06,north
97,"$1,599.00",2020-11-06,south
98,"$1,659.00",2020-11-06,east
99,"$1,575.00",2020-11-06,west
100,"$1,653.00",2020-11-07,north
101,"$1,641.00",2020-11-07,south
102,"$1,587.00",2020-11-07,east
103,"$1,758.00",2020-11-07,west
104,"$1,785.00",2020-11-08,north
105,"$1,695.00",2020-11-08,south
106,"$1,581.00",2020-11-08,east
107,"$1,734.00",2020-11-08,west
108,"$1,788.00",2020-11-09,north
109,"$1,593.00",2020-11-09,south
110,"$1,593.00",2020-11-09,east
111,"$1,512.00",2020-11-09,west
112,"$1,638.00",2020-11-10,north
113,"$1,734.00",2020-11-10,south
114,"$1,695.00",2020-11-10,east
115,"$1,638.00",2020-11-10,west
116,"$1,695.00",2020-11-11,north
117,"$1,533.00",2020-11-11,south
118,"$1,731.00",2020-11-11,east
119,"$1,689.00",2020-11-11,west
120,"$1,713.00",2020-11-12,north
121,"$1,596.00",2020-11-12,south
122,"$1,686.00",2020-11-12,east
123,"$1,515.00",2020-11-12,west
124,"$1,581.00",2020-11-13,north
125,"$1,521.00",2020-11-13,south
126,"$1,677.00",2020-11-13,east
127,"$1,635.00",2020-11-13,west
128,"$1,749.00",2020-11-14,north
129,"$1,542.00",2020-11-14,south
130,"$1,602.00",2020-11-14,east
131,"$1,557.00",2020-11-14,west
132,"$1,686.00",2020-11-15,north
133,"$1,638.00",2020-11-15,south
134,"$1,794.00",2020-11-15,east
135,"$1,659.00",2020-11-15,west
136,"$1,773.00",2020-11-16,north
137,"$1,671.00",2020-11-16,south
138,"$1,626.00",2020-11-16,east
139,"$1,725.00",2020-11-16,west
140,"$1,686.00",2020-11-17,north
141,"$1,521.00",2020-11-17,south
142,"$1,734.00",2020-11-17,east
143,"$1,530.00",2020-11-17,west
144,"$1,698.00",2020-11-18,north
145,"$1,770.00",2020-11-18,south
146,"$1,752.00",2020-11-18,east
147,"$1,662.00",2020-11-18,west
148,"$1,566.00",2020-11-19,north
149,"$1,590.00",2020-11-19,south
150,"$1,635.00",2020-11-19,east
151,"$1,698.00",2020-11-19,west
152,"$1,683.00",2020-11-20,north
153,"$1,653.00",2020-11-20,south
154,"$1,527.00",2020-11-20,east
155,"$1,524.00",2020-11-20,west
156,"$1,593.00",2020-11-21,north
157,"$1,656.00",2020-11-21,south
158,"$1,623.00",2020-11-21,east
159,"$1,638.00",2020-11-21,west
160,"$1,596.00",2020-11-22,north
161,"$1,575.00",2020-11-22,south
162,"$1,656.00",2020-11-22,east
163,"$1,725.00",2020-11-22,west
164,"$1,767.00",2020-11-23,north
165,"$1,650.00",2020-11-23,south
166,"$1,641.00",2020-11-23,east
167,"$1,632.00",2020-11-23,west
168,"$1,602.00",2020-11-24,north
169,"$1,632.00",2020-11-24,south
170,"$1,743.00",2020-11-24,east
171,"$1,617.00",2020-11-24,west
172,"$1,725.00",2020-11-25,north
173,"$1,761.00",2020-11-25,south
174,"$1,791.00",2020-11-25,east
175,"$1,620.00",2020-11-25,west
176,"$1,770.00",2020-11-26,north
177,"$1,791.00",2020-11-26,south
178,"$1,665.00",2020-11-26,east
179,"$1,743.00",2020-11-26,west
180,"$1,632.00",2020-11-27,north
181,"$1,587.00",2020-11-27,south
182,"$1,680.00",2020-11-27,east
183,"$1,656.00",2020-11-27,west
184,"$1,746.00",2020-11-28,north
185,"$1,599.00",2020-11-28,south
186,"$1,719.00",2020-11-28,east
187,"$1,794.00",2020-11-28,west
188,"$1,758.00",2020-11-29,north
189,"$1,557.00",2020-11-29,south
190,"$1,647.00",2020-11-29,east
191,"$1,740.00",2020-11-29,west
192,"$1,635.00",2020-11-30,north
193,"$1,584.00",2020-11-30,south
194,"$1,614.00",2020-11-30,east
195,"$1,749.00",2020-11-30,west
196,"$1,587.00",2020-12-01,north
197,"$1,719.00",2020-12-01,south
198,"$1,620.00",2020-12-01,east
199,"$1,656.00",2020-12-01,west
200,"$1,554.00",2020-12-02,north
201,"$1,755.00",2020-12-02,south
202,"$1,737.00",2020-12-02,east
203,"$1,548.00",2020-12-02,west
204,"$1,572.00",2020-12-03,north
205,"$1,560.00",2020-12-03,south
206,"$1,746.00",2020-12-03,east
207,"$1,788.00",2020-12-03,west
208,"$1,638.00",2020-12-04,north
209,"$1,626.00",2020-12-04,south
210,"$1,518.00",2020-12-04,east
211,"$1,773.00",2020-12-04,west
212,"$1,707.00",2020-12-05,north
213,"$1,614.00",2020-12-05,south
214,"$1,722.00",2020-12-05,east
215,"$1,524.00",2020-12-05,west
216,"$1,560.00",2020-12-06,north
217,"$1,617.00",2020-12-06,south
218,"$1,566.00",2020-12-06,east
219,"$1,515.00",2020-12-06,west
220,"$1,509.00",2020-12-07,north
221,"$1,545.00",2020-12-07,south
222,"$1,596.00",2020-12-07,east
223,"$1,671.00",2020-12-07,west
224,"$1,686.00",2020-12-08,north
225,"$1,785.00",2020-12-08,south
226,"$1,800.00",2020-12-08,east
227,"$1,590.00",2020-12-08,west
228,"$1,788.00",2020-12-09,north
229,"$1,788.00",2020-12-09,south
230,"$1,584.00",2020-12-09,east
231,"$1,665.00",2020-12-09,west
232,"$1,620.00",2020-12-10,north
233,"$1,725.00",2020-12-10,south
234,"$1,569.00",2020-12-10,east
235,"$1,533.00",2020-12-10,west
236,"$1,503.00",2020-12-11,north
237,"$1,713.00",2020-12-11,south
238,"$1,650.00",2020-12-11,east
239,"$1,776.00",2020-12-11,west
240,"$1,629.00",2020-12-12,north
241,"$1,662.00",2020-12-12,south
242,"$1,623.00",2020-12-12,east
243,"$1,590.00",2020-12-12,west
244,"$1,650.00",2020-12-13,north
245,"$1,647.00",2020-12-13,south
246,"$1,683.00",2020-12-13,east
247,"$1,530.00",2020-12-13,west
248,"$1,746.00",2020-12-14,north
249,"$1,551.00",2020-12-14,south
250,"$1,548.00",2020-12-14,east
251,"$1,767.00",2020-12-14,west
252,"$1,785.00",2020-12-15,north
253,"$1,734.00",2020-12-15,south
254,"$1,578.00",2020-12-15,east
255,"$1,596.00",2020-12-15,west
256,"$1,779.00",2020-12-16,north
257,"$1,770.00",2020-12-16,south
258,"$1,581.00",2020-12-16,east
259,"$1,614.00",2020-12-16,west
260,"$1,506.00",2020-12-17,north
261,"$1,533.00",2020-12-17,south
262,"$1,677.00",2020-12-17,east
263,"$1,737.00",2020-12-17,west
264,"$1,635.00",2020-12-18,north
265,"$1,800.00",2020-12-18,south
266,"$1,794.00",2020-12-18,east
267,"$1,653.00",2020-12-18,west
268,"$1,719.00",2020-12-19,north
269,"$1,674.00",2020-12-19,south
270,"$1,575.00",2020-12-19,east
271,"$1,650.00",2020-12-19,west
272,"$1,707.00",2020-12-20,north
273,"$1,692.00",2020-12-20,south
274,"$1,614.00",2020-12-20,east
275,"$1,563.00",2020-12-20,west
276,"$1,575.00",2020-12-21,north
277,"$1,506.00",2020-12-21,south
278,"$1,599.00",2020-12-21,east
279,"$1,686.00",2020-12-21,west
280,"$1,518.00",2020-12-22,north
281,"$1,677.00",2020-12-22,south
282,"$1,722.00",2020-12-22,east
283,"$1,566.00",2020-12-22,west
284,"$1,677.00",2020-12-23,north
285,"$1,542.00",2020-12-23,south
286,"$1,785.00",2020-12-23,east
287,"$1,671.00",2020-12-23,west
288,"$1,725.00",2020-12-24,north
289,"$1,506.00",2020-12-24,south
290,"$1,563.00",2020-12-24,east
291,"$1,668.00",2020-12-24,west
292,"$1,782.00",2020-12-25,north
293,"$1,557.00",2020-12-25,south
294,"$1,797.00",2020-12-25,east
295,"$1,563.00",2020-12-25,west
296,"$1,554.00",2020-12-26,north
297,"$1,650.00",2020-12-26,south
298,"$1,698.00",2020-12-26,east
299,"$1,737.00",2020-12-26,west
300,"$1,770.00",2020-12-27,north
301,"$1,734.00",2020-12-27,south
302,"$1,770.00",2020-12-27,east
303,"$1,524.00",2020-12-27,west
304,"$1,725.00",2020-12-28,north
305,"$1,536.00",2020-12-28,south
306,"$1,758.00",2020-12-28,east
307,"$1,683.00",2020-12-28,west
308,"$1,518.00",2020-12-29,north
309,"$1,677.00",2020-12-29,south
310,"$1,614.00",2020-12-29,east
311,"$1,767.00",2020-12-29,west
312,"$1,524.00",2020-12-30,north
313,"$1,530.00",2020-12-30,south
314,"$1,584.00",2020-12-30,east
315,"$1,791.00",2020-12-30,west
316,"$1,740.00",2020-12-31,north
317,"$1,698.00",2020-12-31,south
318,"$1,770.00",2020-12-31,east
319,"$1,650.00",2020-12-31,west
320,"$1,536.00",2021-01-01,north
321,"$1,542.00",2021-01-01,south
322,"$1,671.00",2021-01-01,east
323,"$1,752.00",2021-01-01,west
324,"$1,794.00",2021-01-02,north
325,"$1,620.00",2021-01-02,south
326,"$1,584.00",2021-01-02,east
327,"$1,503.00",2021-01-02,west
328,"$1,758.00",2021-01-03,north
329,"$1,578.00",2021-01-03,south
330,"$1,677.00",2021-01-03,east
331,"$1,722.00",2021-01-03,west
332,"$1,590.00",2021-01-04,north
333,"$1,785.00",2021-01-04,south
334,"$1,731.00",2021-01-04,east
335,"$1,686.00",2021-01-04,west
336,"$1,536.00",2021-01-05,north
337,"$1,578.00",2021-01-05,south
338,"$1,683.00",2021-01-05,east
339,"$1,608.00",2021-01-05,west
340,"$1,743.00",2021-01-06,north
341,"$1,743.00",2021-01-06,south
342,"$1,638.00",2021-01-06,east
343,"$1,788.00",2021-01-06,west
344,"$1,716.00",2021-01-07,north
345,"$1,602.00",2021-01-07,south
346,"$1,596.00",2021-01-07,east
347,"$1,797.00",2021-01-07,west
348,"$1,662.00",2021-01-08,north
349,"$1,668.00",2021-01-08,south
350,"$1,662.00",2021-01-08,east
351,"$1,521.00",2021-01-08,west
352,"$1,563.00",2021-01-09,north
353,"$1,647.00",2021-01-09,south
354,"$1,743.00",2021-01-09,east
355,"$1,653.00",2021-01-09,west
356,"$1,731.00",2021-01-10,north
357,"$1,608.00",2021-01-10,south
358,"$1,512.00",2021-01-10,east
359,"$1,545.00",2021-01-10,west
360,"$1,740.00",2021-01-11,north
361,"$1,611.00",2021-01-11,south
362,"$1,536.00",2021-01-11,east
363,"$1,626.00",2021-01-11,west
364,"$1,614.00",2021-01-12,north
365,"$1,572.00",2021-01-12,south
366,"$1,539.00",2021-01-12,east
367,"$1,605.00",2021-01-12,west
368,"$1,545.00",2021-01-13,north
369,"$1,542.00",2021-01-13,south
370,"$1,779.00",2021-01-13,east
371,"$1,680.00",2021-01-13,west
372,"$1,701.00",2021-01-14,north
373,"$1,677.00",2021-01-14,south
374,"$1,614.00",2021-01-14,east
375,"$1,590.00",2021-01-14,west
376,"$2,025.00",2021-01-15,north
377,"$2,195.00",2021-01-15,south
378,"$2,180.00",2021-01-15,east
379,"$2,395.00",2021-01-15,west
380,"$2,110.00",2021-01-16,north
381,"$2,145.00",2021-01-16,south
382,"$2,340.00",2021-01-16,east
383,"$2,390.00",2021-01-16,west
384,"$2,475.00",2021-01-17,north
385,"$2,320.00",2021-01-17,south
386,"$2,105.00",2021-01-17,east
387,"$2,090.00",2021-01-17,west
388,"$2,050.00",2021-01-18,north
389,"$2,410.00",2021-01-18,south
390,"$2,125.00",2021-01-18,east
391,"$2,325.00",2021-01-18,west
392,"$2,335.00",2021-01-19,north
393,"$2,105.00",2021-01-19,south
394,"$2,340.00",2021-01-19,east
395,"$2,420.00",2021-01-19,west
396,"$2,415.00",2021-01-20,north
397,"$2,495.00",2021-01-20,south
398,"$2,070.00",2021-01-20,east
399,"$2,405.00",2021-01-20,west
400,"$2,090.00",2021-01-21,north
401,"$2,145.00",2021-01-21,south
402,"$2,245.00",2021-01-21,east
403,"$2,330.00",2021-01-21,west
404,"$2,460.00",2021-01-22,north
405,"$2,230.00",2021-01-22,south
406,"$2,010.00",2021-01-22,east
407,"$2,380.00",2021-01-22,west
408,"$2,025.00",2021-01-23,north
409,"$2,085.00",2021-01-23,south
410,"$2,420.00",2021-01-23,east
411,"$2,175.00",2021-01-23,west
412,"$2,015.00",2021-01-24,north
413,"$2,445.00",2021-01-24,south
414,"$2,255.00",2021-01-24,east
415,"$2,085.00",2021-01-24,west
416,"$2,210.00",2021-01-25,north
417,"$2,145.00",2021-01-25,south
418,"$2,200.00",2021-01-25,east
419,"$2,160.00",2021-01-25,west
420,"$2,050.00",2021-01-26,north
421,"$2,280.00",2021-01-26,south
422,"$2,165.00",2021-01-26,east
423,"$2,345.00",2021-01-26,west
424,"$2,000.00",2021-01-27,north
425,"$2,010.00",2021-01-27,south
426,"$2,060.00",2021-01-27,east
427,"$2,020.00",2021-01-27,west
428,"$2,140.00",2021-01-28,north
429,"$2,310.00",2021-01-28,south
430,"$2,285.00",2021-01-28,east
431,"$2,005.00",2021-01-28,west
432,"$2,295.00",2021-01-29,north
433,"$2,195.00",2021-01-29,south
434,"$2,465.00",2021-01-29,east
435,"$2,095.00",2021-01-29,west
436,"$2,400.00",2021-01-30,north
437,"$2,290.00",2021-01-30,south
438,"$2,370.00",2021-01-30,east
439,"$2,165.00",2021-01-30,west
440,"$2,430.00",2021-01-31,north
441,"$2,260.00",2021-01-31,south
442,"$2,215.00",2021-01-31,east
443,"$2,145.00",2021-01-31,west
444,"$2,350.00",2021-02-01,north
445,"$2,180.00",2021-02-01,south
446,"$2,290.00",2021-02-01,east
447,"$2,115.00",2021-02-01,west
448,"$2,315.00",2021-02-02,north
449,"$2,100.00",2021-02-02,south
450,"$2,430.00",2021-02-02,east
451,"$2,215.00",2021-02-02,west
452,"$2,000.00",2021-02-03,north
453,"$2,355.00",2021-02-03,south
454,"$2,110.00",2021-02-03,east
455,"$2,240.00",2021-02-03,west
456,"$2,380.00",2021-02-04,north
457,"$2,305.00",2021-02-04,south
458,"$2,300.00",2021-02-04,east
459,"$2,120.00",2021-02-04,west
460,"$2,185.00",2021-02-05,north
461,"$2,295.00",2021-02-05,south
462,"$2,215.00",2021-02-05,east
463,"$2,050.00",2021-02-05,west
464,"$2,225.00",2021-02-06,north
465,"$2,405.00",2021-02-06,south
466,"$2,095.00",2021-02-06,east
467,"$2,200.00",2021-02-06,west
468,"$2,070.00",2021-02-07,north
469,"$2,065.00",2021-02-07,south
470,"$2,080.00",2021-02-07,east
471,"$2,010.00",2021-02-07,west
472,"$2,395.00",2021-02-08,north
473,"$2,345.00",2021-02-08,south
474,"$2,085.00",2021-02-08,east
475,"$2,250.00",2021-02-08,west
476,"$2,045.00",2021-02-09,north
477,"$2,345.00",2021-02-09,south
478,"$2,455.00",2021-02-09,east
479,"$2,260.00",2021-02-09,west
480,"$2,130.00",2021-02-10,north
481,"$2,035.00",2021-02-10,south
482,"$2,045.00",2021-02-10,east
483,"$2,145.00",2021-02-10,west
484,"$2,320.00",2021-02-11,north
485,"$2,350.00",2021-02-11,south
486,"$2,085.00",2021-02-11,east
487,"$2,160.00",2021-02-11,west
488,"$2,375.00",2021-02-12,north
489,"$2,230.00",2021-02-12,south
490,"$2,230.00",2021-02-12,east
491,"$2,130.00",2021-02-12,west
492,"$2,425.00",2021-02-13,north
493,"$2,465.00",2021-02-13,south
494,"$2,105.00",2021-02-13,east
495,"$2,485.00",2021-02-13,west
496,"$2,340.00",2021-02-14,north
497,"$2,240.00",2021-02-14,south
498,"$2,285.00",2021-02-14,east
499,"$2,375.00",2021-02-14,west
500,"$2,110.00",2021-02-15,north
501,"$2,325.00",2021-02-15,south
502,"$2,265.00",2021-02-15,east
503,"$2,175.00",2021-02-15,west
504,"$2,295.00",2021-02-16,north
505,"$2,250.00",2021-02-16,south
506,"$2,180.00",2021-02-16,east
507,"$2,465.00",2021-02-16,west
508,"$2,380.00",2021-02-17,north
509,"$2,130.00",2021-02-17,south
510,"$2,350.00",2021-02-17,east
511,"$2,470.00",2021-02-17,west
512,"$2,005.00",2021-02-18,north
513,"$2,125.00",2021-02-18,south
514,"$2,480.00",2021-02-18,east
515,"$2,240.00",2021-02-18,west
516,"$2,125.00",2021-02-19,north
517,"$2,425.00",2021-02-19,south
518,"$2,050.00",2021-02-19,east
519,"$2,045.00",2021-02-19,west
520,"$2,260.00",2021-02-20,north
521,"$2,105.00",2021-02-20,south
522,"$2,420.00",2021-02-20,east
523,"$2,400.00",2021-02-20,west
524,"$2,345.00",2021-02-21,north
525,"$2,040.00",2021-02-21,south
526,"$2,170.00",2021-02-21,east
527,"$2,445.00",2021-02-21,west
528,"$2,145.00",2021-02-22,north
529,"$2,050.00",2021-02-22,south
530,"$2,200.00",2021-02-22,east
531,"$2,140.00",2021-02-22,west
532,"$2,490.00",2021-02-23,north
533,"$2,370.00",2021-02-23,south
534,"$2,055.00",2021-02-23,east
535,"$2,380.00",2021-02-23,west
536,"$2,330.00",2021-02-24,north
537,"$2,420.00",2021-02-24,south
538,"$2,235.00",2021-02-24,east
539,"$2,045.00",2021-02-24,west
540,"$2,205.00",2021-02-25,north
541,"$2,065.00",2021-02-25,south
542,"$2,300.00",2021-02-25,east
543,"$2,035.00",2021-02-25,west
544,"$2,455.00",2021-02-26,north
545,"$2,350.00",2021-02-26,south
546,"$2,270.00",2021-02-26,east
547,"$2,315.00",2021-02-26,west
548,"$2,000.00",2021-02-27,north
549,"$2,305.00",2021-02-27,south
550,"$2,150.00",2021-02-27,east
551,"$2,305.00",2021-02-27,west
552,"$2,145.00",2021-02-28,north
553,"$2,155.00",2021-02-28,south
554,"$2,290.00",2021-02-28,east
555,"$2,155.00",2021-02-28,west
556,"$2,360.00",2021-03-01,north
557,"$2,430.00",2021-03-01,south
558,"$2,185.00",2021-03-01,east
559,"$2,245.00",2021-03-01,west
560,"$2,370.00",2021-03-02,north
561,"$2,300.00",2021-03-02,south
562,"$2,215.00",2021-03-02,east
563,"$2,225.00",2021-03-02,west
564,"$2,405.00",2021-03-03,north
565,"$2,000.00",2021-03-03,south
566,"$2,025.00",2021-03-03,east
567,"$2,380.00",2021-03-03,west
568,"$2,390.00",2021-03-04,north
569,"$2,335.00",2021-03-04,south
570,"$2,205.00",2021-03-04,east
571,"$2,035.00",2021-03-04,west
572,"$2,080.00",2021-03-05,north
573,"$2,340.00",2021-03-05,south
574,"$2,045.00",2021-03-05,east
575,"$2,005.00",2021-03-05,west
576,"$2,075.00",2021-03-06,north
577,"$2,190.00",2021-03-06,south
578,"$2,305.00",2021-03-06,east
579,"$2,190.00",2021-03-06,west
580,"$2,220.00",2021-03-07,north
581,"$2,025.00",2021-03-07,south
582,"$2,350.00",2021-03-07,east
583,"$2,425.00",2021-03-07,west
584,"$2,170.00",2021-03-08,north
585,"$2,095.00",2021-03-08,south
586,"$2,475.00",2021-03-08,east
587,"$2,395.00",2021-03-08,west
588,"$2,380.00",2021-03-09,north
589,"$2,000.00",2021-03-09,south
590,"$2,180.00",2021-03-09,east
591,"$2,365.00",2021-03-09,west
592,"$2,380.00",2021-03-10,north
593,"$2,320.00",2021-03-10,south
594,"$2,005.00",2021-03-10,east
595,"$2,270.00",2021-03-10,west
596,"$2,005.00",2021-03-11,north
597,"$2,410.00",2021-03-11,south
598,"$2,065.00",2021-03-11,east
599,"$2,170.00",2021-03-11,west
600,"$2,175.00",2021-03-12,north
601,"$2,310.00",2021-03-12,south
602,"$2,490.00",2021-03-12,east
603,"$2,400.00",2021-03-12,west
604,"$2,065.00",2021-03-13,north
605,"$2,165.00",2021-03-13,south
606,"$2,305.00",2021-03-13,east
607,"$2,100.00",2021-03-13,west
608,"$2,245.00",2021-03-14,north
609,"$2,365.00",2021-03-14,south
610,"$2,300.00",2021-03-14,east
611,"$2,340.00",2021-03-14,west
612,"$2,330.00",2021-03-15,north
613,"$2,445.00",2021-03-15,south
614,"$2,390.00",2021-03-15,east
615,"$2,210.00",2021-03-15,west
616,"$2,365.00",2021-03-16,north
617,"$2,500.00",2021-03-16,south
618,"$2,235.00",2021-03-16,east
619,"$2,480.00",2021-03-16,west
620,"$2,065.00",2021-03-17,north
621,"$2,325.00",2021-03-17,south
622,"$2,480.00",2021-03-17,east
623,"$2,265.00",2021-03-17,west
624,"$2,440.00",2021-03-18,north
625,"$2,020.00",2021-03-18,south
626,"$2,115.00",2021-03-18,east
627,"$2,075.00",2021-03-18,west
628,"$2,035.00",2021-03-19,north
629,"$2,495.00",2021-03-19,south
630,"$2,340.00",2021-03-19,east
631,"$2,220.00",2021-03-19,west
632,"$2,380.00",2021-03-20,north
633,"$2,360.00",2021-03-20,south
634,"$2,325.00",2021-03-20,east
635,"$2,340.00",2021-03-20,west
636,"$2,300.00",2021-03-21,north
637,"$2,030.00",2021-03-21,south
638,"$2,110.00",2021-03-21,east
639,"$2,490.00",2021-03-21,west
640,"$2,420.00",2021-03-22,north
641,"$2,030.00",2021-03-22,south
642,"$2,450.00",2021-03-22,east
643,"$2,315.00",2021-03-22,west
644,"$2,470.00",2021-03-23,north
645,"$2,240.00",2021-03-23,south
646,"$2,155.00",2021-03-23,east
647,"$2,005.00",2021-03-23,west
648,"$2,005.00",2021-03-24,north
649,"$2,075.00",2021-03-24,south
650,"$2,080.00",2021-03-24,east
651,"$2,395.00",2021-03-24,west
652,"$2,435.00",2021-03-25,north
653,"$2,055.00",2021-03-25,south
654,"$2,130.00",2021-03-25,east
655,"$2,365.00",2021-03-25,west
656,"$2,320.00",2021-03-26,north
657,"$2,325.00",2021-03-26,south
658,"$2,210.00",2021-03-26,east
659,"$2,225.00",2021-03-26,west
660,"$2,465.00",2021-03-27,north
661,"$2,175.00",2021-03-27,south
662,"$2,145.00",2021-03-27,east
663,"$2,085.00",2021-03-27,west
664,"$2,310.00",2021-03-28,north
665,"$2,070.00",2021-03-28,south
666,"$2,355.00",2021-03-28,east
667,"$2,410.00",2021-03-28,west
668,"$2,475.00",2021-03-29,north
669,"$2,005.00",2021-03-29,south
670,"$2,025.00",2021-03-29,east
671,"$2,265.00",2021-03-29,west
672,"$2,090.00",2021-03-30,north
673,"$2,390.00",2021-03-30,south
674,"$2,410.00",2021-03-30,east
675,"$2,035.00",2021-03-30,west
676,"$2,475.00",2021-03-31,north
677,"$2,135.00",2021-03-31,south
678,"$2,440.00",2021-03-31,east
679,"$2,105.00",2021-03-31,west
680,"$2,405.00",2021-04-01,north
681,"$2,000.00",2021-04-01,south
682,"$2,480.00",2021-04-01,east
683,"$2,495.00",2021-04-01,west
684,"$2,260.00",2021-04-02,north
685,"$2,100.00",2021-04-02,south
686,"$2,480.00",2021-04-02,east
687,"$2,325.00",2021-04-02,west
688,"$2,345.00",2021-04-03,north
689,"$2,005.00",2021-04-03,south
690,"$2,175.00",2021-04-03,east
691,"$2,330.00",2021-04-03,west
692,"$2,480.00",2021-04-04,north
693,"$2,455.00",2021-04-04,south
694,"$2,165.00",2021-04-04,east
695,"$2,355.00",2021-04-04,west
696,"$2,270.00",2021-04-05,north
697,"$2,415.00",2021-04-05,south
698,"$2,150.00",2021-04-05,east
699,"$2,215.00",2021-04-05,west
700,"$2,440.00",2021-04-06,north
701,"$2,435.00",2021-04-06,south
702,"$2,255.00",2021-04-06,east
703,"$2,260.00",2021-04-06,west
704,"$2,020.00",2021-04-07,north
705,"$2,125.00",2021-04-07,south
706,"$2,120.00",2021-04-07,east
707,"$2,070.00",2021-04-07,west
708,"$2,135.00",2021-04-08,north
709,"$2,050.00",2021-04-08,south
710,"$2,400.00",2021-04-08,east
711,"$2,040.00",2021-04-08,west
712,"$2,265.00",2021-04-09,north
713,"$2,340.00",2021-04-09,south
714,"$2,245.00",2021-04-09,east
715,"$2,450.00",2021-04-09,west
716,"$2,385.00",2021-04-10,north
717,"$2,255.00",2021-04-10,south
718,"$2,065.00",2021-04-10,east
719,"$2,295.00",2021-04-10,west
720,"$2,415.00",2021-04-11,north
721,"$2,355.00",2021-04-11,south
722,"$2,425.00",2021-04-11,east
723,"$2,150.00",2021-04-11,west
724,"$2,285.00",2021-04-12,north
725,"$2,315.00",2021-04-12,south
726,"$2,080.00",2021-04-12,east
727,"$2,305.00",2021-04-12,west
728,"$2,115.00",2021-04-13,north
729,"$2,380.00",2021-04-13,south
730,"$2,195.00",2021-04-13,east
731,"$2,325.00",2021-04-13,west
732,"$2,045.00",2021-04-14,north
733,"$2,370.00",2021-04-14,south
734,"$2,485.00",2021-04-14,east
735,"$2,085.00",2021-04-14,west
